nome,descrizione,colori,immagine,marca
Braga semplice 45°,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Bianco, Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/BRGN80-1024x920.jpg,First Corporation
Braga semplice 45° Effetto Metallizzato,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Effetto Ramato, Effetto Ramato Antico",https://www.firstcorporation.it/wp-content/uploads/2023/12/DLR45100-1024x920.jpg,First Corporation
Braga semplice 67°30′,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Bianco, Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/DL67080N-1024x920.jpg,First Corporation
Braga semplice 67°30′ Effetto Metallizzato,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Effetto Ramato, Effetto Ramato Antico",https://www.firstcorporation.it/wp-content/uploads/2024/02/DLR67080-1024x920.jpg,First Corporation
Braga quadra 67°30′,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/02/BRSQ867N-1024x920.jpg,First Corporation
Cicogna con staffa in PVC per Grondaia 116,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/01/CIPM116M-1024x920.jpg,First Corporation
Cicogna con staffa zincata per Grondaia 100,Supporto per installazione canale di gronda Materiale: PVC.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/01/CIPM100GN-1024x920.jpg,First Corporation
Cicogna con staffa zincata per Grondaia Cupraelite 100,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: METALLO+PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CIPT100R-scaled.jpg,First Corporation
Cicogna con staffa zincata per Grondaia Cupraelite 100,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: Metallo + PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CIPM100R-scaled.jpg,First Corporation
Cicogna doppia in lamiera per Grondaia G2, Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CIG2-1024x920.jpg,First Corporation
Cicogna doppia in lamiera verniciata per Grondaia G86, Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CIG86-1024x920.jpg,First Corporation
Cicogna doppia per Grondaia 145, Materiale: LAMIERA VERNICIATA.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/01/CID145M-1024x920.jpg,First Corporation
Cicogna in lamiera verniciata per Grondaia 100, Materiale: Lamiera Verniciata.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/01/CI100GN-1024x920.jpg,First Corporation
Cicogna in lamiera verniciata per Grondaia 125,Cicogna in lamiera verniciata Materiale: LAMIERA VERNICIATA.,"Bianco, Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/01/CIN125N-1024x920.jpg,First Corporation
Cicogna in lamiera verniciata per Grondaia Effetto Metallizzato 125,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: Lamiera verniciata.,"Effetto Acciaio, Effetto Ramato, Ramato Antico",https://www.firstcorporation.it/wp-content/uploads/2023/12/CIN125AC-2-1024x920.jpg,First Corporation
Cicogna in lamiera verniciata per Grondaia Modello Best, Materiale: LAMIERA VERNICIATA.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/CID120M-1-scaled.jpg,First Corporation
Cicogna in lamiera verniciata per Grondaia Modello Best Cupraelite,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: LAMIERA VERNICIATA.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CID120R-scaled.jpg,First Corporation
Cicogna in PVC per Grondaia 100,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/01/CIP100GN-1024x920.jpg,First Corporation
Cicogna in PVC per Grondaia 116,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/01/CIP116Nu-1024x920.jpg,First Corporation
Cicogna in PVC per Grondaia 125,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Bianco, Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/01/CIP125N-1-1024x920.jpg,First Corporation
Cicogna in PVC per Grondaia 133,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2023/12/CIP133S-1-1024x920.jpg,First Corporation
Cicogna in PVC per Grondaia 145,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/01/CIP145M-1024x920.jpg,First Corporation
Cicogna in PVC per Grondaia Cupraelite 100,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CIP100R-1024x920.jpg,First Corporation
Cicogna in PVC per Grondaia Cupraelite 133,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CIP133R-scaled.jpg,First Corporation
Cicogna in PVC per Grondaia Cupraelite 145,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/01/CIP145R-scaled.jpg,First Corporation
Cicogna in PVC per Grondaia Effetto Metallizzato 125,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Effetto Acciaio, Effetto Ramato, Ramato Antico",https://www.firstcorporation.it/wp-content/uploads/2023/12/CIP125AC-2-1024x920.jpg,First Corporation
Cicogna in PVC per Grondaia Modello Best,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/CIPB120M-1024x920.jpg,First Corporation
Cicogna in PVC per Grondaia Modello Best Cupraelite,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CIPB120R-scaled.jpg,First Corporation
Cicogna verniciata per Grondaia 100×110,Cicogna doppia verniciata Materiale: LAMIERA VERNICIATA.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/02/CIQM-1024x920.jpg,First Corporation
Cicogna verniciata per Grondaia 145, Materiale: LAMIERA VERNICIATA.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/01/CI145M-1024x920.jpg,First Corporation
Cicogna verniciata per Grondaia Cupraelite 145,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: LAMIERA VERNICIATA.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/01/CI145R-scaled.jpg,First Corporation
Adattatore da ovale a tondo,Accessorio indicato per innesto in pozzetti pluviali Materiale: PVC.,"Effetto Ramato, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/MRB96S-1024x920.jpg,First Corporation
Adattatore per Tubo Pluviale modello Best,Accessorio indicato per innesto in pozzetti pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/MRB96R-scaled.jpg,First Corporation
Angolare esterno per Grondaia 100×110,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/02/AEQM-1024x920.jpg,First Corporation
Angolare esterno per Grondaia 116,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/01/AEN116N-1024x920.jpg,First Corporation
Angolare esterno per Grondaia 125,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/01/AEN125N-1024x920.jpg,First Corporation
Angolare esterno per Grondaia 145,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/01/AE145M-1024x920.jpg,First Corporation
Angolare esterno per Grondaia Cupraelite 145,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/01/AE145R-1024x920.jpg,First Corporation
Angolare interno per Grondaia G2,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/AEG2-1024x920.jpg,First Corporation
Angolare esterno per Grondaia G86,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/AEG86-1024x920.jpg,First Corporation
Angolare esterno per Grondaia Modello Best,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/AEB120M-1024x920.jpg,First Corporation
Angolare esterno per Grondaia Modello Best Cupraelite,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/AEB120R-1024x920.jpg,First Corporation
Angolare interno per Grondaia 100×110,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/02/AIQM-1024x920.jpg,First Corporation
Angolare interno per Grondaia 125,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/01/AIN125N-1-1024x920.jpg,First Corporation
Angolare interno per Grondaia 145,Completo di guarnizione Materiale: PVC.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/01/AI145M-1024x920.jpg,First Corporation
Angolare interno per Grondaia Cupraelite 145,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/01/AI145R-scaled.jpg,First Corporation
Angolare interno per Grondaia G2,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/AIG2-1024x920.jpg,First Corporation
Angolare interno per Grondaia G86,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/AIG86-1024x920.jpg,First Corporation
Angolare interno per Grondaia Modello Best,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/AIB120M-1024x920.jpg,First Corporation
Angolare interno per Grondaia Modello Best Cupraelite,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/AIB120R-1024x920.jpg,First Corporation
Angolare per Grondaia Cupraelite 100,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/AN100R-scaled.jpg,First Corporation
Angolare per Grondaia 100,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/01/AN100GN-1024x920.jpg,First Corporation
Angolare Unico per Grondaia 125,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Bianco, Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/01/AN125N-1-1024x920.jpg,First Corporation
Angolare Unico per Grondaia 133,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2023/12/AN133S-1-1024x920.jpg,First Corporation
Angolare Unico per Grondaia Cupraelite 133,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/AN133R-1024x920.jpg,First Corporation
Angolare Unico per Grondaia Effetto Metallizzato 125,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Effetto Acciaio, Effetto Ramato, Ramato Antico",https://www.firstcorporation.it/wp-content/uploads/2023/12/AN125AC-2-1024x920.jpg,First Corporation
Bocchello piano per Grondaia G86,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/BP080-1024x920.jpg,First Corporation
Collarino a lira Ø 50 mm per tubo pluviale,Viene utilizzato per il fissaggio dei tubi pluviali Materiale: PVC.,"Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/CNLM50N-1024x920.jpg,First Corporation
Collarino Ø 80 mm in PVC per Tubo Terminale antiurto Dauphin,Viene utilizzato per il fissaggio dei tubi pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CNMA80C-scaled.jpg,First Corporation
Collarino ovale,Viene utilizzato per il fissaggio dei tubi pluviali Materiale: PVC.,"Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/CNMOV96S-1024x920.jpg,First Corporation
Collarino ovale 92x57mm per Tubo Pluviale Modello Best,Viene utilizzato per il fissaggio dei tubi pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CNMOV96R-scaled.jpg,First Corporation
Collarino quadro per Tubo Pluviale,Viene utilizzato per il fissaggio dei tubi pluviali Materiale: PVC.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/02/CNQ80N-1024x920.jpg,First Corporation
Collarino tondo,Viene utilizzato per il fissaggio dei tubi pluviali Materiale: PVC.,"Bianco, Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/CNM80N-1024x920.jpg,First Corporation
Collarino tondo Effetto Metallizzato,Viene utilizzato per il fissaggio dei tubi pluviali Materiale: PVC.,"Effetto Acciaio, Effetto Ramato, Effetto Ramato Antico",https://www.firstcorporation.it/wp-content/uploads/2024/02/CNM80R-1024x920.jpg,First Corporation
Convogliatore Ø 80 mm Effetto Metallizzato,"Indicato per collegarsi al tubo pluviale, consente l’incanalamento dello scolo dell’acqua direttamente al suolo. Materiale: PVC.",N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/CTP80R-1-scaled.jpg,First Corporation
Convogliatore Ø 80 mm PVC,"Indicato per collegarsi al tubo pluviale, consente l’incanalamento dello scolo dell’acqua direttamente al suolo. Materiale: PVC.","Bianco, Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/CTP80N-1024x920.jpg,First Corporation
Coprigiunto per Grondaia G2,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CGG2-1024x920.jpg,First Corporation
Coprigiunto per Grondaia G86,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CGG86-1024x920.jpg,First Corporation
Curva 45°,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Bianco, Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/CS45050N-1024x920.jpg,First Corporation
Curva 45° Effetto Metallizzato,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Effetto Acciaio, Effetto Ramato, Effetto Ramato Antico",https://www.firstcorporation.it/wp-content/uploads/2024/02/CLR45080-1024x920.jpg,First Corporation
Curva 45° per Tubo Terminale antiurto Dauphin,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC anti-urto.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CSTJ87080-CSTJ87100-scaled.jpg,First Corporation
Curva 67°30′,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Bianco, Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/CL67080N-1024x920.jpg,First Corporation
Curva 67°30′ Effetto Metallizzato,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Effetto Acciaio, Effetto Ramato, Effetto Ramato Antico",https://www.firstcorporation.it/wp-content/uploads/2024/02/CLR67080-1024x920.jpg,First Corporation
Curva ovale 67°30′ Effetto Metallizzato,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/COV67096R-1-scaled.jpg,First Corporation
Curva 87°30′,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviali Materiale: PVC.,"Bianco, Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/CL87080N-1024x920.jpg,First Corporation
Curva 87°30′ Effetto Metallizzato,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Effetto Acciaio, Effetto Ramato, Effetto Ramato Antico",https://www.firstcorporation.it/wp-content/uploads/2024/02/CLR87080-1024x920.jpg,First Corporation
Curva ovale 87°30′,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/COV87096R-1-scaled.jpg,First Corporation
Curva ovale 67°30′,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/COV67096S-1024x920.jpg,First Corporation
Curva ovale 87°30′,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/COV87096S-1024x920.jpg,First Corporation
Curva quadra 67°30′,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/02/CQGN867-1024x920.jpg,First Corporation
Curva quadra 87°30′,Consente l’incanalamento dello scolo dell’acqua direttamente al suolo ed è progettata per collegarsi al tubo pluviale Materiale: PVC.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/02/CQGN887-1024x920.jpg,First Corporation
Dissuasore in acciaio inox con base morbida,"Impedisce lo stazionamento e/o la nidificazione di volatili su cornicioni, terrazzi, marcapiani Materiale: Acciaio.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/SPINOX-M-scaled.jpg,First Corporation
Dissuasore in acciaio inox con base rigida,"Impedisce lo stazionamento e/o la nidificazione di volatili su cornicioni, terrazzi, marcapiani Materiale: Acciaio Inox Aisi 304.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/SPINOX-scaled.jpg,First Corporation
Fermapasseri flessibile in PVC,"Impedisce lo stazionamento e/o la nidificazione di volatili su cornicioni, terrazzi, marcapiani Materiale: PVC.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/FP7-FP11-FP15-scaled.jpg,First Corporation
Giunto assemblato per Grondaia G2,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/GAG2-1024x920.jpg,First Corporation
Giunto assemblato per Grondaia G86,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/GAG86-1024x920.jpg,First Corporation
Giunto con scarico estetico per Grondaia 125,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Bianco, Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/01/GSS125N-1-1024x920.jpg,First Corporation
Giunto con scarico estetico per Grondaia 133,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2023/12/GSS133S-1-1024x920.jpg,First Corporation
Giunto con scarico estetico per Grondaia Cupraelite 133,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/GSS133R-scaled.jpg,First Corporation
Giunto con scarico estetico per Grondaia Effetto Metallizzato 125,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Effetto Acciaio, Effetto Ramato, Ramato Antico",https://www.firstcorporation.it/wp-content/uploads/2023/12/GSS125AC-1-1024x920.jpg,First Corporation
Giunto con scarico per Grondaia 100,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/01/GS100GN-1024x920.jpg,First Corporation
Giunto con scarico per Grondaia 100×110,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/02/GSQM-1024x920.jpg,First Corporation
Giunto con scarico per Grondaia 116,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/01/GSN116N-1024x920.jpg,First Corporation
Giunto con scarico per Grondaia 125,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Bianco, Grigio, Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/01/GSN125N-1-1024x920.jpg,First Corporation
Giunto con scarico per Grondaia 145,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Grigio, Marrone",https://www.firstcorporation.it/wp-content/uploads/2024/01/GSN145M-1024x920.jpg,First Corporation
Giunto con scarico per Grondaia Cupraelite 100,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/GS100R-scaled.jpg,First Corporation
Giunto con scarico per Grondaia Cupraelite 145,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/01/GSN145R-scaled.jpg,First Corporation
Giunto con scarico per Grondaia Effetto Metallizzato 125,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Effetto Acciaio, Effetto Ramato",https://www.firstcorporation.it/wp-content/uploads/2023/12/GSN125AC-1-1024x920.jpg,First Corporation
Giunto con scarico per Grondaia Modello Best,Accessorio facente parte del sistema gronda che consente lo smaltimento delle acque pluviali Materiale: PVC.,"Marrone, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2023/12/GSB120M-1-1024x920.jpg,First Corporation
