nome,descrizione,colori,immagine,marca
Canale modulare in PP modello 130XL alto con griglie in PVC Classe B125,Il prodotto è composto da:– 1 canale modulare 130 alto in PP– 2 griglie in PVC classe B125– 2 fissaggi in metallo BGP130 Materiale: Canale in Polipropilene e Griglia in PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/KA125XLG-1-scaled.jpg,First Corporation
Canale modulare in PP modello 130XL basso con griglia B-TECH Classe B125,Il prodotto è composto da:● 1 canale modulare 130 basso in PP● 2 griglie B-TECH Classe B125● 2 fissaggi in metallo BGP130 Materiale: Canale in PP e Griglia in PVC B-TECH.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/KB125XL-scaled.jpg,First Corporation
Canale modulare in PP modello 130XL basso con griglia B-TECH Classe C250,Il prodotto è composto da:– 1 canale modulare 130 basso in PP– 2 griglie B-TECH Classe C250– 2 fissaggi in metallo BGP130 Materiale: Canale in Polipropilene e Griglia in BTECK.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/PKB250XL-scaled.jpg,First Corporation
Canale modulare in PP modello 130XL basso con griglia PVC Classe C250,Il prodotto è composto da:– 1 canale modulare 130 basso in PP– 2 griglie carrabili in PVC Classe C250– 2 fissaggi in metallo BGP130 Materiale: Canale in Polipropilene e Griglia in PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/KB250XLG-scaled.jpg,First Corporation
Canale modulare in PP modello 130XL basso con griglia zincata,Il prodotto è composto da:– 1 canale modulare 130 basso in PP– 1 griglia zincata classe A15– 2 fissaggi in metallo BGP130 Materiale: Canale in Polipropilene e Griglia zincata.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/KBZ15XLG-scaled.jpg,First Corporation
Canale modulare in PP modello 130XL basso con griglie in PVC Classe B125,Il prodotto è composto da:● 1 canale modulare 130 basso in PP● 2 griglie in PVC Classe B125● 2 fissaggi in metallo BGP130 Materiale: Canale in PP e Griglia in PVC.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/KB125XLG-scaled.jpg,First Corporation
Canale modulare in PVC modello 100 alto – h 100 mm,Il canale è dotato di pretagli ogni 10 cm che consentono una posa in opera efficace e semplice e veloce. Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CSA100-1-scaled.jpg,First Corporation
Canale modulare in PVC modello 100 basso – h 55 mm,Il canale è dotato di pretagli ogni 10 cm che consentono una posa in opera efficace e semplice e veloce. Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CSB100-1-scaled.jpg,First Corporation
Canale modulare in PVC modello 100 medio – h 75 mm,Il canale è dotato di pretagli ogni 10 cm che consentono una posa in opera efficace e semplice e veloce. Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CSM100-1-scaled.jpg,First Corporation
Canale modulare in PVC modello 130 alto – h 150 mm,Il canale è dotato di pretagli ogni 10 cm che consentono una posa in opera efficace e semplice e veloce. Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CSA130-scaled.jpg,First Corporation
Canale modulare in PVC modello 130 basso – h 75 mm,Il canale è dotato di pretagli ogni 10 cm che consentono una posa in opera efficace e semplice e veloce. Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CSB130-scaled.jpg,First Corporation
Canale modulare in PVC modello 200 alto – h 185 mm,Il canale è dotato di pretagli ogni 10 cm che consentono una posa in opera efficace e semplice e veloce. Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CSA200-scaled.jpg,First Corporation
Canale modulare in PVC modello 200 basso – h 115 mm,Il canale è dotato di pretagli ogni 10 cm che consentono una posa in opera efficace e semplice e veloce. Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CSB200-scaled.jpg,First Corporation
Canale modulare in PVC modello 300 alto – h 265 mm,Il canale è dotato di pretagli ogni 10 cm che consentono una posa in opera efficace e semplice e veloce. Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CSA300-scaled.jpg,First Corporation
Canale modulare in PVC modello 300 basso – h 140 mm,Il canale è dotato di pretagli ogni 10 cm che consentono una posa in opera efficace e semplice e veloce. Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CSB300-scaled.jpg,First Corporation
Canale modulare in PVC modello 400 alto – h 265 mm,Il canale è dotato di pretagli ogni 10 cm che consentono una posa in opera efficace e semplice e veloce. Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CSA400-scaled.jpg,First Corporation
Canale modulare in PVC modello 400 basso – h 175 mm,Il canale è dotato di pretagli ogni 10 cm che consentono una posa in opera efficace e semplice e veloce. Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CSB400-scaled.jpg,First Corporation
Chiusino sifonato ad angolo 200×200 mm per balconi e terrazze,"Il chiusino sifonato ad angolo è in grado di assicurare il recupero e l’evacuazione delle acque pluviali dai terrazzi, tetti piani e piccole superfici. Materiale: PVC.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CHAN20G-1024x920.jpg,First Corporation
Chiusino sifonato in ABS con griglia cromata e scarico orizzontale orientabile,"I chiusini sifonati in ABS sono prodotti del suolo che consentono il miglior drenaggio di acque e liquidi da piccole aree esterne quali i terrazzi ed in particolare da ambienti interni quali bagni e docce. Materiale: ABS, griglia cromata.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CHABS1040M-1024x920.jpg,First Corporation
Chiusino sifonato in ABS con griglia cromata e scarico verticale,"I chiusini sifonati in ABS sono prodotti del suolo che consentono il miglior drenaggio di acque e liquidi da piccole aree esterne quali i terrazzi ed in particolare da ambienti interni quali bagni e docce. Materiale: ABS, griglia cromata.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CHABSV1040M-scaled.jpg,First Corporation
Chiusino sifonato in ABS con griglia e scarico verticale,"I chiusini sifonati in ABS sono prodotti del suolo che consentono il miglior drenaggio di acque e liquidi da piccole aree esterne quali i terrazzi ed in particolare da ambienti interni quali bagni e docce. Materiale: ABS, griglia inox.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CHABSV1040G-1024x920.jpg,First Corporation
Chiusino sifonato in ABS con griglia estetica cromata e scarico orizzontale orientabile,"I chiusini sifonati in ABS sono prodotti del suolo che consentono il miglior drenaggio di acque e liquidi da piccole aree esterne quali i terrazzi ed in particolare da ambienti interni quali bagni e docce. Materiale: ABS, griglia cromata.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CHABSE1050M-scaled.jpg,First Corporation
Chiusino sifonato in ABS con griglia in inox e scarico orizzontale orientabile,"I chiusini sifonati in ABS sono prodotti del suolo che consentono il miglior drenaggio di acque e liquidi da piccole aree esterne quali i terrazzi ed in particolare da ambienti interni quali bagni e docce. Materiale: ABS, griglia inox.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CHABS2010IN-scaled.jpg,First Corporation
Chiusino sifonato in ABS con griglia in inox e scarico verticale,"I chiusini sifonati in ABS sono prodotti del suolo che consentono il miglior drenaggio di acque e liquidi da piccole aree esterne quali i terrazzi ed in particolare da ambienti interni quali bagni e docce. Materiale: ABS, griglia inox.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CHABSV1040IN-1024x920.jpg,First Corporation
Chiusino sifonato in ABS con griglia inox e scarico orizzontale orientabile,"I chiusini sifonati in ABS sono prodotti del suolo che consentono il miglior drenaggio di acque e liquidi da piccole aree esterne quali i terrazzi ed in particolare da ambienti interni quali bagni e docce. Materiale: ABS, griglia inox.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CHABS1040IN-1024x920.jpg,First Corporation
Chiusino sifonato in ABS con scarico orizzontale orientabile,I chiusini sifonati in ABS sono prodotti del suolo che consentono il miglior drenaggio di acque e liquidi da piccole aree esterne quali i terrazzi ed in particolare da ambienti interni quali bagni e docce. Materiale: ABS.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CHABS1040G-scaled.jpg,First Corporation
Chiusino sifonato in PP con scarico verticale,Tutti i chiusini sifonati in PP sono composti da due elementi che uniti consentono l’effetto sifonante: un corpo dotato di imbocco per lo scarico ed una griglia estraibile per un’efficace ispezione. Materiale: PP.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CHPP10G-scaled.jpg,First Corporation
Chiusino sifonato in PP grigio con bocchello,Tutti i chiusini sifonati in PP sono composti da due elementi che uniti consentono l’effetto sifonante: un corpo dotato di imbocco per lo scarico ed una griglia estraibile per un’efficace ispezione. Materiale: PP.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CHPP2075G-scaled.jpg,First Corporation
Chiusino sifonato in PVC ad elevata capacità di evacuazione,Il chiusino sifonato viene prodotto in PVC è disponibile in due colori: grigio e antracite.‎ Il chiusino è completo di scarico verticale.‎ Materiale: PVC anti-shock.,"Grigio, Nero",https://www.firstcorporation.it/wp-content/uploads/2024/02/CHPVCEC2080G-1024x920.jpg,First Corporation
Chiusino sifonato in PVC con scarico verticale,Composto da due elementi che uniti consentono l’effetto sifonante: un corpo dotato di imbocco per lo scarico ed una griglia estraibile per un’efficace ispezione. Materiale: PVC anti-shock.,"Grigio, Nero",https://www.firstcorporation.it/wp-content/uploads/2024/02/CHPVC10G-1024x920.jpg,First Corporation
Chiusino sifonato in PVC per tetti e superfici piane,Il chiusino è composto da due parti: la bocchetta che si raccorda alla rete di scarico dove è possibile risvoltare la membrana impermeabilizzante e dal chiusino tradizionale completo di griglia Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CHPVCBO2090G-1024x920.jpg,First Corporation
Coperchio 130×130 mm per pozzetto pluviale,"I coperchi sono elementi ideali per la chiusura dei pozzetti e la loro successiva ispezione, per la loro estetica e funzionalità essi trovano un’idonea applicazione su tutti i tipi di pavimentazione Materiale: PP.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CSP140-scaled.jpg,First Corporation
Coperchio 130×130 mm per pozzetto pluviale con innesto per tubi quadri, Materiale: PP.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/RQP140-scaled.jpg,First Corporation
Coperchio 130×130 mm per pozzetto pluviale con innesto per tubi tondi, Materiale: PP.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/RTP140-scaled.jpg,First Corporation
Coperchio 160×160 mm grigio in polipropilene,"I coperchi sono elementi ideali per la chiusura dei pozzetti e la loro successiva ispezione, per la loro estetica e funzionalità essi trovano un’idonea applicazione su tutti i tipi di pavimentazione Materiale: PP.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CSP160-scaled.jpg,First Corporation
Coperchio 160×160 mm per pozzetto pluviale con innesto per tubi tondi, Materiale: PP.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/RTP140-1024x920.jpg,First Corporation
Coperchio carrabile in PVC,per canale Pratiko 200 Materiale: PVC anti-shock.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/TCR200G-1024x920.jpg,First Corporation
Coperchio carrabile in PVC,per canale Pratiko 300 Materiale: PVC anti-shock.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/TCR3050G-1024x920.jpg,First Corporation
Coperchio carrabile in PVC anti-shock,Dotato di caratteristiche dielettriche e autoestinguenti è indicato per impianti elettrici e applicazioni dove si richiede un’elevata resistenza ai carichi Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/03/SCD55G-scaled.jpg,First Corporation
Coperchio carrabile in PVC anti-shock con bloccaggio,Tramite l’utilizzo di un cacciavite è possibile bloccare il coperchio al pozzetto Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/SCDB40G_cacciavite-1024x920.jpg,First Corporation
Coperchio carrabile in PVC anti-shock linea suolo B TECH,"Pratici, leggeri, resistenti e realizzati in materiale B-TECH altamente performante Materiale: B TECH.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/SCD30N_2-1024x920.jpg,First Corporation
Coperchio con maniglia in PVC anti-shock,Dotato di maniglia per facilitarne l’apertura è indicato per aree dove si richiede un monitoraggio frequente dei pozzetti Materiale: PVC anti-shock.,"Grigio, Verde",https://www.firstcorporation.it/wp-content/uploads/2024/03/SCDPM30G-1024x920.jpg,First Corporation
Coperchio in PP,Ideali per la chiusura dei pozzetti e la loro successiva ispezione Materiale: Polipropilene.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CSP140-CSP140-scaled.jpg,First Corporation
Coperchio in PP,Ideali per la chiusura dei pozzetti e la loro successiva ispezione Materiale: Polipropilene.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/SCN20PP-scaled.jpg,First Corporation
Coperchio leggero in PVC,per canale Pratiko 130 Materiale: PVC anti-shock.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/TCRP130G-1024x920.jpg,First Corporation
Coperchio leggero in PVC,per canale Pratiko 200 Materiale: PVC anti-shock.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/TCRP200G-1024x920.jpg,First Corporation
Coperchio leggero in PVC anti-shock,Ideali per la chiusura dei pozzetti e la loro successiva ispezione Materiale: PVC anti-shock.,"Grigio, Verde",https://www.firstcorporation.it/wp-content/uploads/2024/03/SCDP40G-1024x920.jpg,First Corporation
Coperchio leggero in PVC antishock,per canale Pratiko 300 Materiale: PVC anti-shock.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/TCRP3050G-1024x920.jpg,First Corporation
Coperchio tecnico in PP,Coperchio predisposto all’innesto di tubi pluviali Materiale: Polipropilene.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CE40-scaled.jpg,First Corporation
Coperchio Tecnico in PVC anti-shock,"Permette il recupero delle acque piovane da aree medio-piccole, assicurando una rapida e facile ispezione dell’eventuale pozzetto. Materiale: PVC anti-shock.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/SCH-scaled.jpg,First Corporation
Giunto con scarico a quattro vie in PP per canale 130XL basso – h 100 mm,"Utilizzabile come angolo dx, angolo sx, “T” e “croce” con scarico inferiore Materiale: Polipropilene.","Grigio, Nero",https://www.firstcorporation.it/wp-content/uploads/2024/02/RPB130PPN-1024x920.jpg,First Corporation
Giunto con scarico a quattro vie in PVC per canale 100 alto – h 100 mm,"Utilizzabile come: angolo dx, angolo sx, “T” e “croce” con scarico inferiore Materiale: PVC anti-shock.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/RCA100-1-scaled.jpg,First Corporation
Giunto con scarico a quattro vie in PVC per canale 100 basso – h 55 mm,"Utilizzabile come: angolo dx, angolo sx, “T” e “croce” con scarico inferiore Materiale: PVC anti-shock.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/RCB100-1-scaled.jpg,First Corporation
Giunto con scarico a quattro vie in PVC per canale 100 medio – h 75 mm,"Utilizzabile come: angolo dx, angolo sx, “T” e “croce” con scarico inferiore Materiale: PVC anti-shock.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/RCM100-1-scaled.jpg,First Corporation
Giunto con scarico a quattro vie in PVC per canale 130 alto – h 150 mm,"Utilizzabile come angolo dx, angolo sx, “T” e “croce” con scarico inferiore Materiale: PVC anti-shock.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/RCA130-scaled.jpg,First Corporation
Giunto con scarico a quattro vie in PVC per canale 130 basso – h 75 mm,"Utilizzabile come: angolo dx, angolo sx, “T” e “croce” con scarico inferiore Materiale: PVC anti-shock.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/RCB130-scaled.jpg,First Corporation
Giunto con scarico in PVC per canale 130 alto – h 150 mm,Ideale per personalizzare la posa Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CAGS130-scaled.jpg,First Corporation
Giunto con scarico in PVC per canale 130 basso – h 75 mm,Ideale per personalizzare la posa Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CBGS130-scaled.jpg,First Corporation
Giunto con scarico in PVC per canale 200 alto – h 185 mm,Ideale per personalizzare la posa Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CAGS200-scaled.jpg,First Corporation
Giunto con scarico in PVC per canale 200 basso – h 115 mm,Ideale per personalizzare la posa Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/CBGS200-scaled.jpg,First Corporation
Griglia 130×130 mm per pozzetto pluviale,"Utilizzata in aree pedonali, per la realizzazione di sistemi di drenaggio o in generale ovunque sia necessaria la raccolta di liquidi. Materiale: Polipropilene.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/GSP140-1-1024x920.jpg,First Corporation
Griglia 160×160 mm per pozzetto pluviale,"Utilizzata in aree pedonali, per la realizzazione di sistemi di drenaggio o in generale ovunque sia necessaria la raccolta di liquidi. Materiale: Polipropilene.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/GSP160-1-1024x920.jpg,First Corporation
Griglia carrabile B-TECH Classe B125,Griglia per canale Pratiko 130 Materiale: PVC B-Tech.,"Grigio, Nero, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/SGRB130N-scaled.jpg,First Corporation
Griglia carrabile in B-TECH Classe C250,"Griglia per canale Pratiko 130 La prima griglia in PVC B-TECH classe C250, ottima alternativa al griglia in ghisa Materiale: PVC B-Tech.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/SGRC130N-scaled.jpg,First Corporation
Griglia carrabile in Ghisa Classe B125,Griglia per canale Pratiko 130 Materiale: Ghisa.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/GHB130-scaled.jpg,First Corporation
Griglia carrabile in Ghisa Classe C250,Griglia per canale Pratiko 130 Materiale: Ghisa.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/GHC130-scaled.jpg,First Corporation
Griglia carrabile in Ghisa Classe C250,per canale Pratiko 200 Materiale: Ghisa.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/GHC200-scaled.jpg,First Corporation
Griglia carrabile in Nylon rinforzato con fibra di vetro Multigril,per canale Pratiko 130 Materiale: Nylon rinforzato con fibra di vetro.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/MG13999G-scaled.jpg,First Corporation
Griglia carrabile in Nylon rinforzato con fibra di vetro Multigril,per canale Pratiko 200 Materiale: Nylon rinforzato con fibra di vetro.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/MG20999G-scaled.jpg,First Corporation
Griglia carrabile in Nylon rinforzato con fibra di vetro Multigril,per canale Pratiko 300 Materiale: Nylon rinforzato con fibra di vetro.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/MG30500G-scaled.jpg,First Corporation
Griglia carrabile in Nylon rinforzato con fibra di vetro Multigril,Griglia carrabile per canale Pratiko 300 Materiale: Nylon rinforzato con fibra di vetro.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/MG30999G-scaled.jpg,First Corporation
Griglia carrabile in Nylon rinforzato con fibra di vetro Multigril,per canale Pratiko 400 Materiale: Nylon rinforzato con fibra di vetro.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/MG40999G-scaled.jpg,First Corporation
Griglia carrabile in Nylon rinforzato con fibra di vetro Multigril,Griglia carrabile per canale 400 Materiale: Nylon rinforzato con fibra di vetro.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/MG40500G-scaled.jpg,First Corporation
Griglia carrabile in PVC,per canale Pratiko 130 Materiale: PVC anti-shock.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/SGR130G-1024x920.jpg,First Corporation
Griglia carrabile in PVC,per canale Pratiko 300 Materiale: PVC anti-shock.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/CGR30SG-1024x920.jpg,First Corporation
Griglia carrabile in PVC,per canale Pratiko 400 Materiale: PVC anti-shock.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/CGR40SG-1024x920.jpg,First Corporation
Griglia carrabile in PVC anti-shock,"Progettata per garantire alta evacuazione vengono impiegate in aree carrabili, per la realizzazione di sistemi di drenaggio o in generale ovunque sia necessaria la raccolta di liquidi. Materiale: PVC anti-shock.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/03/SGD45G-scaled.jpg,First Corporation
Griglia carrabile in PVC anti-shock,"Vengono impiegate in aree carrabili, per la realizzazione di sistemi di drenaggio o in generale ovunque sia necessaria la raccolta di liquidi. Materiale: PVC anti-shock.",N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/SGN40G-1-scaled.jpg,First Corporation
Griglia carrabile in PVC antishock,Griglia per canale Pratiko 100 Materiale: PVC anti-shock.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/SGR100G-1-1024x920.jpg,First Corporation
Griglia carrabile in PVC Classe B125,Griglia per canale Pratiko 130 Materiale: PVC anti-shock.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/SGRB130G-1024x920.jpg,First Corporation
Griglia carrabile in PVC Classe C250,"La prima griglia in PVC classe C250, ottima alternativa alla griglia in ghisa Materiale: PVC anti-shock.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/SGRC130G-scaled.jpg,First Corporation
Griglia estetica carrabile in PVC,per canale Pratiko 130 Materiale: PVC anti-shock.,"Grigio, Nero, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/CGRN130G-1024x920.jpg,First Corporation
Griglia estetica carrabile in PVC,Griglia per canale Pratiko 200 Materiale: PVC anti-shock.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/CGRN20SG-1024x920.jpg,First Corporation
Griglia estetica carrabile in PVC antishock,Griglia carrabile per canale 200 Materiale: PVC anti-shock.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/CGR200SG-1024x920.jpg,First Corporation
Griglia estetica leggera in PVC,Griglia per canale Pratiko 200 Materiale: PVC anti-shock.,"Grigio, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2024/02/CGRN20LG-1024x920.jpg,First Corporation
