nome,descrizione,colori,immagine,marca
Colmo universale,E’ composto da un unico elemento che permette il raccordo tra le due falde contrapposte del tetto che arriveranno ad un’intersezione in corrispondenza della linea di Colmo Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CU205RT-1024x920.jpg,First Corporation
Coprivite per Lastra Coppo,Sistema di fissaggio con guarnizione per lastra Coppo e i suoi accessori Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CVT6TC-1024x920.jpg,First Corporation
Coprivite per Lastra Etruria, Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CVT6LFVO-1024x920.jpg,First Corporation
Coprivite per Lastra Greca, Materiale: .,"Grigio Scuro, Terra Naturale, Verde Oliva",https://www.firstcorporation.it/wp-content/uploads/2024/04/CVT6TN-2-1024x920.jpg,First Corporation
Coprivite per Lastra Greca Spessorata, Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CVT6TN-2-1024x920.jpg,First Corporation
Coprivite per Lastra Grekina, Materiale: .,"Grigio Scuro, Rosso Corallo, Verde Oliva",https://www.firstcorporation.it/wp-content/uploads/2024/04/CVT6TN-2-1024x920.jpg,First Corporation
Coprivite per Lastra Latina, Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CVT6TC-1024x920.jpg,First Corporation
Coprivite per Lastra Olandese, Materiale: .,"Blu Ardesia, Firenze Antica, Marrone Scuro, Terra Naturale, Venezia Antica",https://www.firstcorporation.it/wp-content/uploads/2024/04/CVT6TN-2-1024x920.jpg,First Corporation
Coprivite per Lastra Onda Romana, Materiale: .,"Grigio Scuro, Terra Naturale, Verde Oliva",https://www.firstcorporation.it/wp-content/uploads/2024/04/CVT6GS-1024x920.jpg,First Corporation
Coprivite per Lastra Ondina, Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CVT6TN-2-1024x920.jpg,First Corporation
Coprivite per Lastra Ondina Bi-Color, Materiale: .,"Grigio Scuro, Rosso Corallo, Terra Naturale, Verde Oliva",https://www.firstcorporation.it/wp-content/uploads/2024/04/CVT6TN-2-1024x920.jpg,First Corporation
Coprivite per Lastra Piana, Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CVT6BA-1-1024x920.jpg,First Corporation
Coprivite per Lastra Romana Egeo, Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CVT6GS-1024x920.jpg,First Corporation
Coprivite per Lastra Rustica, Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CVT6TN-2-1024x920.jpg,First Corporation
Coprivite per Lastra Tegola, Materiale: .,"Blu Ardesia, Marrone Scuro, Terracotta, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CVT6TC-1024x920.jpg,First Corporation
Guarnizione per colmo lastra Greca,Dotate di pellicola adesiva per il fissaggio garantiscono una perfetta tenuta all’acqua Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/GLLF1570-1024x920.jpg,First Corporation
Guarnizione per colmo lastra Latina,Dotate di pellicola adesiva per il fissaggio garantiscono una perfetta tenuta all’acqua Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/GLLF1470-1024x920.jpg,First Corporation
Guarnizione per colmo lastra Olandese,Dotate di pellicola adesiva per il fissaggio garantiscono una perfetta tenuta all’acqua Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/GL1670-scaled.jpg,First Corporation
Guarnizione per colmo lastra Romana Egeo e Onda Romana,Dotate di pellicola adesiva per il fissaggio garantiscono una perfetta tenuta all’acqua Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/GL1570-1-scaled.jpg,First Corporation
Guarnizione per colmo lastra Rustica,Dotate di pellicola adesiva per il fissaggio garantiscono una perfetta tenuta all’acqua Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/GLRU15-1024x920.jpg,First Corporation
Lastra Antica Matt,"Adatta per coperture di abitazioni civili, pensiline, garage, bungalow e gazebo. Materiale: Tecnopolimero.",N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/ANTICA-MATT-1024x920.jpg,First Corporation
Lastra Coppo,"Adatta per coperture di abitazioni civili, pensiline, garage, bungalow e gazebo. Materiale: Tecnopolimero.","Firenze Antica, Mattone, Mattone Antico, Mattone Opaco, Urbino Antica, Venezia Antica",https://www.firstcorporation.it/wp-content/uploads/2024/02/CLF020RT-1-1024x920.jpg,First Corporation
Lastra Coppo Spessorata,"Adatta per coperture di abitazioni civili, pensiline, garage, bungalow e gazebo. Materiale: .","Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/02/CXL020ANC-1024x920.jpg,First Corporation
Lastra Dea,"Adatta per coperture di abitazioni civili, pensiline, garage, bungalow e gazebo. Materiale: Tecnopolimero.",N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/CoverInnovation_Tavola-disegno-1-copia-60-scaled.jpg,First Corporation
Lastra Etruria Spessorata,"Adatta per coperture di capannoni industriali, magazzini e hangar e per il tamponamento verticale di qualsiasi edificio. Il prodotto è la soluzione ideale per le piccole coperture edili (box, pergolati, bungalow) e per il fai da te Materiale: Tecnopolimero.","Grigio Opaco, Rosso Tegola Opaco, Verde Foglia",https://www.firstcorporation.it/wp-content/uploads/2024/02/ET021VF-1-1024x920.jpg,First Corporation
Lastra Greca,"Adatta per coperture di capannoni industriali, magazzini e hangar e per il tamponamento verticale di qualsiasi edificio. Il prodotto è la soluzione ideale per le piccole coperture edili (box, pergolati, bungalow) e per il fai da te Materiale: Tecnopolimero.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/GLF021GS-2-1024x920.jpg,First Corporation
Lastra Greca Spessorata,"Adatta per coperture di capannoni industriali, magazzini e hangar e per il tamponamento verticale di qualsiasi edificio. Il prodotto è la soluzione ideale per le piccole coperture edili (box, pergolati, bungalow) e per il fai da te Materiale: Tecnopolimero.","Grigio Opaco, Rosso Tegola Opaco, Verde Oliva",https://www.firstcorporation.it/wp-content/uploads/2024/02/EU021GOP-2-1024x920.jpg,First Corporation
Lastra Grekina,"La lastra Grekina, dal profilo grecato su 13 elementi, viene coestrusa in continuo e si adatta alla copertura o al tamponamento verticale di qualsiasi superficie liscia o curva (per tetti centinati con raggio uguale o maggiore a mt. 5). Materiale: Tecnopolimero.","Grigio Scuro, Rosso Corallo, Terra Naturale, Verde Oliva",https://www.firstcorporation.it/wp-content/uploads/2024/02/GRLF021GS-1024x920.jpg,First Corporation
Lastra Latina,"Adatta per coperture di abitazioni civili, pensiline, garage, bungalow e gazebo. Materiale: Tecnopolimero.","Terra Naturale, Terracotta",https://www.firstcorporation.it/wp-content/uploads/2024/02/LLF019TN-1024x920.jpg,First Corporation
Lastra Luna,"Adatta per coperture di abitazioni civili, pensiline, garage, bungalow e gazebo. Materiale: Tecnopolimero.",N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/LUNA-scaled.jpg,First Corporation
Lastra Olandese Spessorata,"Adatta per coperture di abitazioni civili, pensiline, garage, bungalow e gazebo. Materiale: Tecnopolimero.","Blu Ardesia, Firenze Antica, Marrone Scuro, Terra Naturale, Venezia Antica",https://www.firstcorporation.it/wp-content/uploads/2023/12/OL020TN-1-1024x920.jpg,First Corporation
Lastra Onda Romana,"La lastra Onda Romana, dal profilo ondulato si presta in modo particolare alla copertura di grandi superfici, come capannoni industriali e magazzini. La sua particolare composizione permette di curvarla per tetti centinati ed hangar con raggio uguale o maggiore a mt. 12. Il passo di mm 177 della lastra si presta perfettamente per la sovracopertura o la sostituzione delle lastre in cemento-amianto Materiale: Tecnopolimero.","Grigio Scuro, Terra Naturale, Verde Oliva",https://www.firstcorporation.it/wp-content/uploads/2024/02/ONLF021VO-1024x920.jpg,First Corporation
Lastra Ondina,"Adatta per coperture di capannoni industriali, magazzini e hangar e per il tamponamento verticale di qualsiasi edificio. Il prodotto è la soluzione ideale per le piccole coperture edili (box, pergolati, bungalow) e per il fai da te Materiale: Tecnopolimero.","Blu Ardesia, Grigio Scuro, Rosso Corallo, Terra Naturale, Verde Oliva",https://www.firstcorporation.it/wp-content/uploads/2024/02/OLLF020VO-1024x920.jpg,First Corporation
Lastra Ondina Bi-Color,Una lastra due possibilità di installazione: entrambi i lati della lastra sono infatti dotati di un differente colore (Rosso Corallo con Grigio Scuro o Verde Oliva con Terra Naturale). Materiale: Tecnopolimero.,"Rosso Corallo + Grigio Scuro, Verde Oliva + Terra Naturale",https://www.firstcorporation.it/wp-content/uploads/2024/02/OLLB020VOTN-1024x920.jpg,First Corporation
Lastra Piana Spessorata,"Adatta per coperture di abitazioni civili, pensiline, garage, bungalow e gazebo. Materiale: Tecnopolimero.",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/02/ARDL019BA-scaled.jpg,First Corporation
Lastra Romana Egeo Spessorata,"La lastra Romana Egeo Spessorata, dal profilo ondulato si presta in modo particolare alla copertura di grandi superfici, come capannoni industriali e magazzini. La sua particolare composizione permette di curvarla per tetti centinati ed hangar con raggio uguale o maggiore a mt. 12. Il passo di mm 177 della lastra si presta perfettamente per la sovracopertura o la sostituzione delle lastre in cemento-amianto Materiale: Tecnopolimero.","Blu Ardesia Opaco, Grigio Opaco, Marrone Scuro Opaco, Rosso Tegola Opaco, Verde Foglia",https://www.firstcorporation.it/wp-content/uploads/2024/02/RE021ROP-1024x920.jpg,First Corporation
Lastra Rustica,"Adatta per coperture di abitazioni civili, pensiline, garage, bungalow e gazebo. Materiale: .","Firenze Antica, Siena Antica, Venezia Antica",https://www.firstcorporation.it/wp-content/uploads/2024/02/RU021TNR-1024x920.jpg,First Corporation
Lastra Sole,"Adatta per coperture di abitazioni civili, pensiline, garage, bungalow e gazebo. Materiale: Tecnopolimero.",N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/SOLE-scaled.jpg,First Corporation
Lastra Tegola Spessorata,"Adatta per coperture di abitazioni civili, pensiline, garage, bungalow e gazebo. Materiale: Tecnopolimero.","Blu Ardesia, Marrone Scuro, Terracotta, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2023/12/TE021TOP-2-1024x920.jpg,First Corporation
Pannello isolante per Lastra Coppo,In isopolistirene espanso Materiale: Isopolistirene Espanso.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/09/LPCP245-1024x920.jpg,First Corporation
Pannello isolante per Lastra Etruria, Materiale: Isopolistirene espanso.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/09/LPET203_FRONT-1024x920.jpg,First Corporation
Pannello isolante per Lastra Greca, Materiale: Isopolistirene espanso.,N/A,https://www.firstcorporation.it/wp-content/uploads/2024/09/LPEU202-1024x920.jpg,First Corporation
Scossalina di gronda per lastra Romana Egeo,permette il raccordo tra il raccordo tra la linea di gronda della falda e il canale di gronda sottostante Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CGREBOP-1024x920.jpg,First Corporation
Scossalina di raccordo murale per lastra Coppo,Elemento che permette il raccordo tra il piano inclinato (falda) ed il piano verticale (parete) Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CMCPANF-1024x920.jpg,First Corporation
Scossalina di raccordo universale per lastra Etruria,permette il raccordo tra il piano inclinato(falda) e il piano verticale (parete). Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CMUNRT-1024x920.jpg,First Corporation
Scossalina di raccordo universale per lastra Romana Egeo,permette il raccordo tra il piano inclinato(falda) e il piano verticale (parete). Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CMREGOP-1024x920.jpg,First Corporation
Scossalina laterale destra per lastra Tegola,E’ installata sulla parte laterale del tetto per preservarlo da pericolose infiltrazioni di acqua piovana Materiale: .,"Blu Ardesia, Marrone Scuro, Terracotta, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CSTDXMS-1024x920.jpg,First Corporation
Scossalina laterale sinistra per lastra Tegola,E’ installata sulla parte laterale del tetto per preservarlo da pericolose infiltrazioni di acqua piovana Materiale: .,"Blu Ardesia, Marrone Scuro, Terracotta, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CSTDXTC-1024x920.jpg,First Corporation
Scossalina universale destra/sinistra per lastre,permette sia il raccordo tra il piano inclinato (falda) e il piano verticale (parete) che il raccordo tra la linea di gronda e il canale di gronda sottostante. Materiale: .,"Blu Ardesia, Grigio Opaco, Marrone Scuro, Rosso Corallo, Rosso Tegola Opaco, Terra Naturale, Verde Oliva",https://www.firstcorporation.it/wp-content/uploads/2024/04/SU205VO-1024x920.jpg,First Corporation
Scossalina universale laterale destra,permette sia il raccordo tra il piano inclinato (falda) e il piano verticale (parete) che il raccordo tra la linea di gronda e il canale di gronda sottostante. Materiale: .,"Blu Ardesia, Cenere Antica, Firenze Antica, Grigio Scuro, Marrone Scuro, Marrone Scuro Opaco, Rosso Tegola Opaco, Siena Antica, Terracotta, Terracotta Opaco, Venezia Antica",https://www.firstcorporation.it/wp-content/uploads/2024/04/CSLDXTOP-1024x920.jpg,First Corporation
Scossalina universale laterale sinistra,permette sia il raccordo tra il piano inclinato (falda) e il piano verticale (parete) che il raccordo tra la linea di gronda e il canale di gronda sottostante. Materiale: .,"Blu Ardesia, Cenere Antica, Firenze Antica, Grigio Scuro, Marrone Scuro, Marrone Scuro Opaco, Rosso Tegola Opaco, Siena Antica, Terracotta, Terracotta Opaco, Venezia Antica",https://www.firstcorporation.it/wp-content/uploads/2024/04/CSLSXTOP-1024x920.jpg,First Corporation
Testata per colmo universale,E’ composto da un unico elemento che permette il raccordo tra le due falde contrapposte del tetto che arriveranno ad un’intersezione in corrispondenza della linea di Colmo Materiale: .,"Cenere Antica, Terracotta Opaco",https://www.firstcorporation.it/wp-content/uploads/2024/04/CTCSTN-1024x920.jpg,First Corporation
